label,sms,change_sms,nltk,num_words
1,,,free entri number wkli comp winnings fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli enumerate number,25
0,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,i want to send something that can sell fast ltgt k is not easy money,want send someth sell fast ltgt k easi money,9
1,XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our mobile customers to receive a $ 400 reward. Just call 09066364589,xmas reward is waiting for you our computer has randomly picked you from our mobile customers to receive a moneysymbol number reward just call number ,xmas reward wait comput random pick mobil custom receiv moneysymbol number reward call number,14
0,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! ,have you heard about that job i am going to that wildlife talk again tonight if you want number come its that number worzels and a wizzle or whatever it is,hear job go wildlif talk tonight want number come number worzel wizzl whatev,13
1,,,free entri number wkli comp win fa cup final tkts number st may amount text fa enumerate receiv entri questionstd txt ratetc appli number number,25
0,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,hey sexy buns what of that day no word from you this morning on ym i think of you,hey sexi bun day word morn ym think,8
0,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,do not hesitate you know this is the second time she has had weakness like that so keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,hesit know second time weak like keep notebook eat day anyth chang day sure noth,15
1,,,unblock entri number wkli comp win fa cup final tkts number st may number schoolbook fa number receiv entri questionstd txt ratetc appli number number,25
1,,,free entri number wkli comp succeed fa cup terminal tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",dear sirsalam link and pleasure meeting you today at the tea link are pleased to send you our contact number at qatarrakhesh an link save our numberrespectful regards,dear sirsalam link pleasur meet today tea link pleas send contact number qatarrakhesh link save numberrespect regard,17
1,,,free entri number wkli comp profits fa cup final tkts number st may number text fa enumerate receiv entri questionstd txt ratetc appli number number,25
1,,,discharge entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number numerate,25
0,"There'll be a minor shindig at my place later tonight, you interested?",there will be a minor shindig at my place later tonight you interested,minor shindig place later tonight interest,6
1,For ur chance to win a ÃÂ£250 cash every wk TXT: ACTION to 80608. www.movietrivia.tv custcare 08712405022,for you are chance to win a moneysymbol number cash every wk txt action to number link custcare number ,chanc win moneysymbol number cash everi wk txt action number link custcar number,13
1,,,dislodge entri number wkli comp win fa cup final tkts number st may number text fa bit receiv entri questionstd txt ratetc appli number number,25
0,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",babe i fucking love you too you know fuck it was so good to hear your voice i so need that i crave it i cannot get enough i adore you ahmad kisses,babe fuck love know fuck good hear voic need crave get enough ador ahmad kiss,15
1,,,free entri number wkli comp win fa cup final tkts number st may count textbook fa number receiv entri questionstd txt ratetc appli number number,25
1,"	Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18call 08718728876",mila age number blonde new in uk i look sex with uk guys if you like fun with me text mtalk to number number call number ,mila age number blond new uk look sex uk guy like fun text mtalk number number call number,18
1,"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)",you can stop further club tones by replying stop mix see link html for terms club tones cost gbp number number week mfl po box number mk number number wt number number ,stop far club tone repli stop mix see link html term club tone cost gbp number number week mfl po box number mk number number wt number number,28
1,,,free entri number wkli comp profits fa cup final tkts number st may bit text fa number receiv entri questionstd txt ratetc appli number number,25
0,U know we watchin at lido?,you know we watchin at lido,know watchin lido,3
0,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,goodmorning today i am late for ltdecimalgt min,goodmorn today late ltdecimalgt min,5
1,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,win a year supply of cds number a store of you are choice worth moneysymbol number enter our moneysymbol number weekly draw txt music to number tscs link ,win year suppli cd number store choic worth moneysymbol number enter moneysymbol number week draw txt music number tscs link,20
0,They r giving a second chance to rahul dengra.,they r giving a second chance to rahul dengra,r give second chanc rahul dengra,6
1,,,justify entri list wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
1,,,unloose entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli numerate number,25
1,,,rid entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli issue number,25
0,Will do. Have a good day,will do have a good day,good day,2
1,,,free entri number wkli comp win fa cup net tkts number st may number text fa number receiv entri questionstd txt ratetc appli list number,25
0,Yes princess! I want to please you every night. Your wish is my command...,yes princess i want to please you every night your wish is my command,yes princess want pleas everi night wish command,8
1,,,free entri number wkli comp winnings fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli turn number,25
1,,,free entri enumerate wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number figure,25
0,Mode men or have you left.,mode men or have you left,mode men leav,3
0,"Don't worry, * is easy once have ingredients!",do not worry is easy once have ingredients,worri easi ingredi,3
0,No he didn't. Spring is coming early yay!,no he did not spring is coming early yay,spring come earli yay,4
0,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,sorry dai was thought of calling you lot of timeslil busyi will call you at noon,sorri dai think call lot timeslil busyi call noon,9
0,I'm home. Doc gave me pain meds says everything is fine.,i am home doc gave me pain meds says everything is fine,home doc give pain med say everyth fine,8
0,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",party s at my place at usf no charge but if you can contribute in any way it is greatly appreciated and yeah we got room for one more,parti place usf charg contribut way great appreci yeah get room one,12
1,,,disengage entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number total,25
1,,,absolve entri number wkli comp win fa cup final tkts list st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,The hair cream has not been shipped.,the hair cream has not been shipped,hair cream ship,3
1,,,free entri come wkli comp win fa cup final tkts number st may number text fa enumerate receiv entri questionstd txt ratetc appli number number,25
1,,,unblock entri number wkli comp win fa cup final tkts number st may number text fa bit receiv entri questionstd txt ratetc appli number number,25
0,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,we regret to inform you that the nhs has made a link were never actually link report number yor local hospital number b link r sorry number the inconvenience,regret inform nh make link never actual link report number yor local hospit number b link r sorri number inconveni,20
0,Jay is snickering and tells me that x is totally fucking up the chords as we speak,jay is snickering and tells me that x is totally fucking up the chords as we speak,jay snicker tell x total fuck chord speak,8
1,,,free entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli numerate count,25
1,,,free entri number wkli comp win fa cup final tkts number st may issue text fa number receiv entri questionstd txt ratetc appli come number,25
0,Ok i thk i got it. Then u wan me 2 come now or wat?,ok i thk i got it then you wan me number come now or wat,ok thk get wan number come wat,7
0,Stop knowing me so well!,stop knowing me so well,stop know well,3
1,,,free entri number wkli comp win fa cup final tkts number st may number text fa enumerate receiv entri questionstd txt ratetc appli number issue,25
0,Gam gone after outstanding innings.,gam gone after outstanding innings,gam go outstand inning,4
0,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.",oh i will get paid the most outstanding one is for a commercial i did for link august they made us jump through so many hoops to get paid still not,oh get pay outstand one commerci link august make u jump mani hoop get pay still,16
1,,,unloose entri number wkli comp gain fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
1,,,spare entri list wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,I just lov this line: \Hurt me with the truth,i just lov this line hurt me with the truth,lov line hurt truth,4
1,We have identified some unusual activity on your Online Banking. Log in via the secure link http:/95.141.32.7:81/default.aspxÃ¯Â¿Â½to avoid account suspension.,we have identified some unusual activity on your online banking log in via the secure link http number number number number number defaultaspxto avoid account suspension,identifi unusu activ onlin bank log via secur link http number number number number number defaultaspxto avoid account suspens,19
1,oor Step Service for Passport Assistance/PAN Card/Income Tax Return/VAT Return/Service Tax Return Contact M/s ONS 9650669988 Jwala Heri Mkt Paschim Viha,oor step service for passport assistancepan cardincome tax returnvat returnservice tax return contact ms ons phonenumber jwala heri mkt paschim viha,oor step servic passport assistancepan cardincom tax returnvat returnservic tax return contact on phonenumb jwala heri mkt paschim viha,19
1,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",eerie nokia tones number u rply tone title to number eg tone dracula to number titles ghost addamsfa munsters exorcist twilight link pobox number w number wq number p,eeri nokia tone number u rpli tone titl number eg tone dracula number titl ghost addamsfa munster exorcist twilight link pobox number w number wq number p,27
0,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,nothing will ever be easy but do not be looking for a reason not to take a risk on life and love,noth ever easi look reason take risk life love,9
0,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",sorry man accidentally left my phone on silent last night and did not check it til i got up,sorri man accident leav phone silent last night check til get,11
1,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",xmas offer latest motorola sonyericsson nokia free bluetooth or dvd double mins number txt on orange call mobileupd number on number or call number optout number qf number ,xmas offer late motorola sonyericsson nokia free bluetooth dvd doubl min number txt orang call mobileupd number number call number optout number qf number,24
0,Good morning pookie pie! Lol hope I didn't wake u up,good morning pookie pie lol hope i did not wake you up,good morn pooki pie lol hope wake,7
0,Great! I have to run now so ttyl!,great i have to run now so ttyl,great run ttyl,3
1,,,innocent entri number wkli comp win fa transfuse final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
1,,,free entri number wkli comp gain fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number amount,25
0,Just got up. have to be out of the room very soon. Û_. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,just got up have to be out of the room very soon i had not put the clocks back til at number i shouted at everyone to get up and then realised it was number wahay another hour in bed,get room soon put clock back til number shout everyon get realis number wahay anoth hour bed,17
1,,,free entri numeral wkli comp win fa cup terminal tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
1,,,free entri number wkli comp succeed fa cup final tkts number st may turn text fa number receiv entri questionstd txt ratetc appli number number,25
1,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,send a logo number you are lover number names joined by a heart txt love name number name number mobno eg love adam eve number to number yahoo pobox number w number wq txtno number no ads number p,send logo number lover number name join heart txt love name number name number mobno eg love adam eve number number yahoo pobox number w number wq txtno number ad number p,32
1,,,free entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli amount count,25
1,,,free entri number wkli comp win fa cup final tkts number st may number textbook fa count receiv entri questionstd txt ratetc appli number number,25
0,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,meanwhile in the shit suite xavier decided to give us ltgt seconds of warning that samantha was coming over and is playing jay s guitar to impress her or some shit also i do not think doug realizes i do not live here anymore,meanwhil shit suit xavier decid give u ltgt second warn samantha come play jay guitar impress shit also think doug realiz live anymor,23
0,Yeah that'd pretty much be the best case scenario,yeah that would pretty much be the best case scenario,yeah would pretti much best case scenario,7
0,Aight well keep me informed,aight well keep me informed,aight well keep inform,4
1,,,gratis entri number wkli comp win fa cupful final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,send this to you are friends and receive something about you are voice how is my speaking expression number childish number naughty number sentiment number rowdy number ful of attitude number romantic number shy number attractive number funny ltgt irritating ltgt lovable reply me,send friend receiv someth voic speak express number childish number naughti number sentiment number rowdi number ful attitud number romant number shi number attract number funni ltgt irrit ltgt lovabl repli,31
1,,,discharge entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number count,25
0,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,congrats treat pendingi am not on mail for number link mail once thrurespect mother at link mails,congrat treat pendingi mail number link mail thrurespect mother link mail,11
0,Wat's da model num of ur phone?,wat s da model num of you are phone,wat da model num phone,5
1,,,rid entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli count number,25
0,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",let me know when i can swing by and pick up i am free basically any time after number all this semester,let know swing pick free basic time number semest,9
0,"Call me, i am senthil from hsbc.",call me i am senthil from hsbc,call senthil hsbc,3
1,,,relieve entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number enumerate,25
0,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",well the weather in cali s great but its complexities are great you need a car to move freely its taxes are outrageous but all in all its a great place the sad part is i missing home,well weather cali great complex great need car move freeli tax outrag great place sad part miss home,18
0,How much for an eighth?,how much for an eighth,much eighth,2
1,,,free entri act wkli comp win fa cup final tkts number st may number text fa amount receiv entri questionstd txt ratetc appli number number,25
1,,,gratis entri number wkli comp win fa cup final tkts number st may number text fa figure receiv entri questionstd txt ratetc appli number number,25
1,"Records indicate you were involved in an accident in the last 2.5 years. As such you are entitled to claim compensation, Reply CLAIM for info or STOP to opt out",records indicate you were involved in an accident in the last number number years as such you are entitled to claim compensation reply claim for info or stop to opt out,record indic involv accid last number number year entitl claim compens repli claim info stop opt,16
1,,,rid entri turn wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,Im done. Just studyn in library,i am done just studyn in library,studyn librari,2
0,Get me out of this dump heap. My mom decided to come to lowes. BORING.,get me out of this dump heap my mom decided to come to lowes boring,get dump heap mom decid come low bore,8
0,Hows the pain dear?y r u smiling?,how is the pain deary r you smiling,pain deari r smile,4
0,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,hey for me there is no leave on friday wait i will ask my superior and tell you,hey leav friday wait ask superior tell,7
1,,,exempt entri number wkli comp win fa cup final tkts number st may turn text fa number receiv entri questionstd txt ratetc appli number number,25
0,"Miss ya, need ya, want ya, love ya.",miss ya need ya want ya love ya,miss ya need ya want ya love ya,8
0,I'll text you when I drop x off,i will text you when i drop x off,text drop x,3
1,,,justify entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number amount,25
1,,,free entri issue wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number count,25
1,,,spare entri number wkli comp win fa cup final tkts act st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,one day a crab was running on the sea link waves came n cleared the footprints of the crab crab asked being my frnd y r you clearing my beautiful footprints waves replied a fox was following you are footprints to catch you that is y i cleared it off frndsship never let us you dwn gud nyt,one day crab run sea link wave come n clear footprint crab crab ask frnd r clear beauti footprint wave repli fox follow footprint catch clear frndsship never let u dwn gud nyt,33
1,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,jamster to get your free wallpaper text heart to number now tc apply number only need help call number ,jamster get free wallpap text heart number tc appli number need help call number,14
0,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,no i do not have cancer moms making a big deal out of a regular checkup aka pap smear,cancer mom make big deal regular checkup aka pap smear,10
1,,,costless entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number act,25
1,,,free entri number wkli comp advance fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli figure number,25
0,"Awesome question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled &amp; answered: . . \""She is fine!\"" Gudnite""",awesome question with a cute answer someone asked a boy how is you are life he smiled amp answered she is fine gudnite ,awesom question cute answer someon ask boy life smile amp answer fine gudnit,13
1,,,liberal entri number wkli comp win fa cup net tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
1,,,free entri count wkli comp win fa cup final tkts turn st may number text fa number receiv entri questionstd txt ratetc appli number number,25
1,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,free messagethanks for using the auction subscription service number number pmsgrcvd number skip an auction txt out number unsubscribe txt stop customercare number ,free messagethank use auction subscript servic number number pmsgrcvd number skip auction txt number unsubscrib txt stop customercar number,19
1,,,free entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli numeral act,25
1,,,innocent entri number wkli comp win fa cup final tkts numerate st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,i know i am lacking on most of this particular dramastorm s details but for the most part i am not worried about that,know lack particular dramastorm detail part worri,7
1,,,free entri turn wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number amount,25
0,Lol enjoy role playing much?,lol enjoy role playing much,lol enjoy role play much,5
1,Valentines Day Special! Win over ÃÂ£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. CustCare:08718720201,valentines day special win over moneysymbol number in our quiz and take your partner on the trip of a lifetime send go to number now custcare number ,valentin day special win moneysymbol number quiz take partner trip lifetim send go number custcar number,16
0,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,only number students solved this cat question in xam number number number ltgt number number number ltgt number number number ltgt then number number number tell me the answer if you r brilliant number thingi got d answr,number student solv cat question xam number number number ltgt number number number ltgt number number number ltgt number number number tell answer r brilliant number thingi get answr,29
1,,,free entri bit wkli comp win fa cup final tkts number st may number textbook fa number receiv entri questionstd txt ratetc appli number number,25
1,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)",twinks bears scallies skins and jocks are calling now do not miss the weekend s fun call number at number pmin number stop texts call number nat rate,twink bear scalli skin jock call miss weekend fun call number number pmin number stop text call number nat rate,20
0,DO NOT B LATE LOVE MUM,do not b late love mum,b late love mum,4
1,Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,todays voda numbers ending with number are selected to receive a moneysymbol number reward if you have a match please call number quoting claim code number standard rates apply,today voda number end number select receiv moneysymbol number reward match pleas call number quot claim code number standard rate appli,21
1,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,free messagewe billed your mobile number by mistake from shortcode link call number to have charges link call will be free from a bt landline,free messagew bill mobil number mistak shortcod link call number charg link call free bt landlin,16
1,,,free entri number wkli comp win fa cup final tkts number st may count text fa number receiv entri questionstd txt ratetc appli enumerate number,25
1,,,free entri number wkli comp win fa cup final tkts number st may numerate text fa number receiv entri questionstd txt ratetc appli number count,25
1,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,you have been specially selected to receive a number pound award call number before the lines close cost number ppm number tcs apply ag promo,special select receiv number pound award call number line close cost number ppm number tc appli ag promo,18
0,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,aiyar dun disturb you liao thk you have lots number do aft you are cupboard come,aiyar dun disturb liao thk lot number aft cupboard come,10
0,Jordan got voted out last nite!,jordan got voted out last nite,jordan get vote last nite,5
1,,,free entri number wkli comp win fa cup final tkts count st may number text fa number receiv entri questionstd txt ratetc appli number amount,25
0,Roger that. WeÛ÷re probably going to rem in about 20,roger that were probably going to rem in about number ,roger probabl go rem number,5
0,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,yar lor wait number my mum number finish sch then have lunch lor i whole morning stay at home clean my room now my room quite clean hee,yar lor wait number mum number finish sch lunch lor whole morn stay home clean room room quit clean hee,20
1,You have won a Nokia 7250i.  To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,you have won a nokia number i to take part send nokia to number now hgsuite number number lands roww number jhl number ,win nokia number take part send nokia number hgsuit number number land roww number jhl number,16
1,,,free entri number wkli comp win fa cup final tkts act st may number text fa number receiv entri questionstd txt ratetc appli enumerate number,25
0,Shall i come to get pickle,shall i come to get pickle,shall come get pickl,4
0,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),no you will just get a headache trying to figure it out you can trust me to do the math i promise o,get headach tri figur trust math promis,7
1,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive å£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",hi this is mandy sullivan calling from hotmix link are chosen to receive moneysymbol number number in our easter prize link telephone number to claim before number number number or your prize will be transferred to someone else,hi mandi sullivan call hotmix link choos receiv moneysymbol number number easter prize link telephon number claim number number number prize transfer someon els,24
0,"Yes obviously, but you are the eggs-pert and the potato headÛ_ Speak soon! ",yes obviously but you are the eggspert and the potato head speak soon,yes obvious eggspert potato head speak soon,7
1,,,free entri number wkli comp win fa cup final tkts number st may routine text fa number receiv entri questionstd txt ratetc appli number total,25
0,Annoying isn't it.,annoying is not it,annoy,1
0,You are not bothering me but you have to trust my answers. Pls.,you are not bothering me but you have to trust my answers pls,bother trust answer pls,4
1,,,free entri number wkli comp win fa cup final tkts count st may come text fa number receiv entri questionstd txt ratetc appli number number,25
1,,,discharge entri number wkli comp win fa cup final tkts routine st may number text fa number receiv entri questionstd txt ratetc appli number number,25
1,U are subscribed to the best Mobile Content Service in the UK for ÃÂ£3 per 10 days Helpline 08706091795,you are subscribed to the best mobile content service in the uk for moneysymbol number per number days helpline number ,subscrib best mobil content servic uk moneysymbol number per number day helplin number,13
0,"I am real, baby! I want to bring out your inner tigress...",i am real baby i want to bring out your inner tigress,real babi want bring inner tigress,6
1,,,free entri number wkli comp win fa cup net tkts number st may number text fa act receiv entri questionstd txt ratetc appli number number,25
0,Dai i downloaded but there is only exe file which i can only run that exe after installing.,dai i downloaded but there is only exe file which i can only run that exe after installing,dai download exe file run exe instal,7
1,,,free entri number wkli comp win fa cup final tkts numeral st may act text fa number receiv entri questionstd txt ratetc appli number number,25
0,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,do you mind if i ask what happened you do not have to say if it is uncomfortable,mind ask happen say uncomfort,5
0,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,the world s most happiest frnds never have the same characters dey just have the best understanding of their differences,world happi frnds never charact dey best understand differ,9
1,,,free entri number wkli comp acquire fa cup final tkts number st may number text fa turn receiv entri questionstd txt ratetc appli number number,25
1,,,free entri number wkli comp win fa cup final tkts count st may number text fa number receiv entri questionstd txt ratetc appli numeral number,25
1,,,free entri figure wkli comp advance fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
1,,,free entri bit wkli comp win fa cup final tkts bit st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,Not able to do anything.,not able to do anything,abl anyth,2
1,,,free entri number wkli comprehensive win fa cup final tkts number st may number text fa routine receiv entri questionstd txt ratetc appli number number,25
0,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",i am used to it i just hope my agents do not drop me since i have only booked a few things this year this whole me in boston them in nyc was an experiment,use hope agent drop sinc book thing year whole boston nyc experi,12
0,No one interested. May be some business plan.,no one interested may be some business plan,one interest may busi plan,5
1,"	As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with Ã¯Â¿Â½ 1500 Bonus Prize, call 09066364589",as a valued customer i am pleased to advise you that following recent review of your mob no you are awarded with number bonus prize call number ,valu custom pleas advis follow recent review mob award number bonus prize call number,14
1,"Nationwide has noticed your debit card was recently used on 22-10-2016 15:04:43, at APPLE ONLINE STORE FOR 1500.00 GBP. If not you please urgently call fraud prevention on 03303800231 or intl +443303800231. Do not reply by sms http://ww.Nationwide.co.uk/",nationwide has noticed your debit card was recently used on number number number number number number at apple online store for number number gbp if not you please urgently call fraud prevention on number or intl number do not reply by sms link ,nationwid notic debit card recent use number number number number number number appl onlin store number number gbp pleas urgent call fraud prevent number intl number repli sm link,29
0,"Nah I don't think he goes to usf, he lives around here though",nah i do not think he goes to usf he lives around here though,nah think go usf live around though,7
0,What happened in interview?,what happened in interview,happen interview,2
1,,,unloose entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number numerate,25
1,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,sorry i missed your call let us talk when you have the time i am on number ,sorri miss call let u talk time number,8
0,Why she wants to talk to me,why she wants to talk to me,want talk,2
0,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",swhrt how you deyhope you are ok tot about you link n link care,swhrt deyhop ok tot link n link care,8
0,thanks for the temales it was wonderful. Thank. Have a great week.,thanks for the temales it was wonderful thank have a great week,thank temal wonder thank great week,6
1,,,absolve entri number wkli comp win fa cup final tkts number st may total text fa number receiv entri questionstd txt ratetc appli number number,25
1,,,unfreeze entri number wkli comp win fa cup final tkts number st may number text fa numerate receiv entri questionstd txt ratetc appli number number,25
1,,,free entri count wkli comp win fa cup final tkts count st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,Am i that much bad to avoid like this?,am i that much bad to avoid like this,much bad avoid like,4
0,Tell them u have a headache and just want to use 1 hour of sick time.,tell them you have a headache and just want to use number hour of sick time,tell headach want use number hour sick time,8
0,Hurry home. Soup is DONE!,hurry home soup is done,hurri home soup,3
0,Now project pa. After that only i can come.,now project pa after that only i can come,project pa come,3
0,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,talk with yourself atleast once in a day otherwise you will miss your best friend in this world shakespeare shesil ltgt,talk atleast day otherwis miss best friend world shakespear shesil ltgt,11
1,,,relieve entri number wkli comp win fa cup final tkts number st may number text fa issue receiv entri questionstd txt ratetc appli number number,25
1,,,free entri number wkli comp win fa cup final tkts total st may number text fa number receiv entri questionstd txt ratetc appli come number,25
1,,,liberal entri number wkli comp win fa cup terminal tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
